Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	DMSO_1_1 Spectral Count	DMSO_1_2 Spectral Count	DMSO_1_3 Spectral Count	DMSO_1_4 Spectral Count	DMSO_1_5 Spectral Count	DMSO_1_6 Spectral Count	DMSO_4_1 Spectral Count	DMSO_4_2 Spectral Count	DMSO_4_3 Spectral Count	DMSO_4_4 Spectral Count	DMSO_4_5 Spectral Count	DMSO_4_6 Spectral Count	DMSO_6_1 Spectral Count	DMSO_6_2 Spectral Count	DMSO_6_3 Spectral Count	DMSO_6_4 Spectral Count	DMSO_6_5 Spectral Count	DMSO_6_6 Spectral Count	brigatinib_1 Spectral Count	brigatinib_10 Spectral Count	brigatinib_100 Spectral Count	brigatinib_1000 Spectral Count	brigatinib_10000 Spectral Count	dabrafenib_1 Spectral Count	dabrafenib_10 Spectral Count	dabrafenib_100 Spectral Count	dabrafenib_1000 Spectral Count	dabrafenib_10000 Spectral Count	methotrexate_1 Spectral Count	methotrexate_10 Spectral Count	methotrexate_100 Spectral Count	methotrexate_1000 Spectral Count	methotrexate_10000 Spectral Count	DMSO_1_1 Unique Spectral Count	DMSO_1_2 Unique Spectral Count	DMSO_1_3 Unique Spectral Count	DMSO_1_4 Unique Spectral Count	DMSO_1_5 Unique Spectral Count	DMSO_1_6 Unique Spectral Count	DMSO_4_1 Unique Spectral Count	DMSO_4_2 Unique Spectral Count	DMSO_4_3 Unique Spectral Count	DMSO_4_4 Unique Spectral Count	DMSO_4_5 Unique Spectral Count	DMSO_4_6 Unique Spectral Count	DMSO_6_1 Unique Spectral Count	DMSO_6_2 Unique Spectral Count	DMSO_6_3 Unique Spectral Count	DMSO_6_4 Unique Spectral Count	DMSO_6_5 Unique Spectral Count	DMSO_6_6 Unique Spectral Count	brigatinib_1 Unique Spectral Count	brigatinib_10 Unique Spectral Count	brigatinib_100 Unique Spectral Count	brigatinib_1000 Unique Spectral Count	brigatinib_10000 Unique Spectral Count	dabrafenib_1 Unique Spectral Count	dabrafenib_10 Unique Spectral Count	dabrafenib_100 Unique Spectral Count	dabrafenib_1000 Unique Spectral Count	dabrafenib_10000 Unique Spectral Count	methotrexate_1 Unique Spectral Count	methotrexate_10 Unique Spectral Count	methotrexate_100 Unique Spectral Count	methotrexate_1000 Unique Spectral Count	methotrexate_10000 Unique Spectral Count	DMSO_1_1 Total Spectral Count	DMSO_1_2 Total Spectral Count	DMSO_1_3 Total Spectral Count	DMSO_1_4 Total Spectral Count	DMSO_1_5 Total Spectral Count	DMSO_1_6 Total Spectral Count	DMSO_4_1 Total Spectral Count	DMSO_4_2 Total Spectral Count	DMSO_4_3 Total Spectral Count	DMSO_4_4 Total Spectral Count	DMSO_4_5 Total Spectral Count	DMSO_4_6 Total Spectral Count	DMSO_6_1 Total Spectral Count	DMSO_6_2 Total Spectral Count	DMSO_6_3 Total Spectral Count	DMSO_6_4 Total Spectral Count	DMSO_6_5 Total Spectral Count	DMSO_6_6 Total Spectral Count	brigatinib_1 Total Spectral Count	brigatinib_10 Total Spectral Count	brigatinib_100 Total Spectral Count	brigatinib_1000 Total Spectral Count	brigatinib_10000 Total Spectral Count	dabrafenib_1 Total Spectral Count	dabrafenib_10 Total Spectral Count	dabrafenib_100 Total Spectral Count	dabrafenib_1000 Total Spectral Count	dabrafenib_10000 Total Spectral Count	methotrexate_1 Total Spectral Count	methotrexate_10 Total Spectral Count	methotrexate_100 Total Spectral Count	methotrexate_1000 Total Spectral Count	methotrexate_10000 Total Spectral Count	DMSO_1_1 Intensity	DMSO_1_2 Intensity	DMSO_1_3 Intensity	DMSO_1_4 Intensity	DMSO_1_5 Intensity	DMSO_1_6 Intensity	DMSO_4_1 Intensity	DMSO_4_2 Intensity	DMSO_4_3 Intensity	DMSO_4_4 Intensity	DMSO_4_5 Intensity	DMSO_4_6 Intensity	DMSO_6_1 Intensity	DMSO_6_2 Intensity	DMSO_6_3 Intensity	DMSO_6_4 Intensity	DMSO_6_5 Intensity	DMSO_6_6 Intensity	brigatinib_1 Intensity	brigatinib_10 Intensity	brigatinib_100 Intensity	brigatinib_1000 Intensity	brigatinib_10000 Intensity	dabrafenib_1 Intensity	dabrafenib_10 Intensity	dabrafenib_100 Intensity	dabrafenib_1000 Intensity	dabrafenib_10000 Intensity	methotrexate_1 Intensity	methotrexate_10 Intensity	methotrexate_100 Intensity	methotrexate_1000 Intensity	methotrexate_10000 Intensity	DMSO_1_1 MaxLFQ Intensity	DMSO_1_2 MaxLFQ Intensity	DMSO_1_3 MaxLFQ Intensity	DMSO_1_4 MaxLFQ Intensity	DMSO_1_5 MaxLFQ Intensity	DMSO_1_6 MaxLFQ Intensity	DMSO_4_1 MaxLFQ Intensity	DMSO_4_2 MaxLFQ Intensity	DMSO_4_3 MaxLFQ Intensity	DMSO_4_4 MaxLFQ Intensity	DMSO_4_5 MaxLFQ Intensity	DMSO_4_6 MaxLFQ Intensity	DMSO_6_1 MaxLFQ Intensity	DMSO_6_2 MaxLFQ Intensity	DMSO_6_3 MaxLFQ Intensity	DMSO_6_4 MaxLFQ Intensity	DMSO_6_5 MaxLFQ Intensity	DMSO_6_6 MaxLFQ Intensity	brigatinib_1 MaxLFQ Intensity	brigatinib_10 MaxLFQ Intensity	brigatinib_100 MaxLFQ Intensity	brigatinib_1000 MaxLFQ Intensity	brigatinib_10000 MaxLFQ Intensity	dabrafenib_1 MaxLFQ Intensity	dabrafenib_10 MaxLFQ Intensity	dabrafenib_100 MaxLFQ Intensity	dabrafenib_1000 MaxLFQ Intensity	dabrafenib_10000 MaxLFQ Intensity	methotrexate_1 MaxLFQ Intensity	methotrexate_10 MaxLFQ Intensity	methotrexate_100 MaxLFQ Intensity	methotrexate_1000 MaxLFQ Intensity	methotrexate_10000 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q96LJ7|DHRS1_HUMAN	Q96LJ7	DHRS1_HUMAN	DHRS1	313	Homo sapiens	1:Experimental evidence at protein level	Dehydrogenase/reductase SDR family member 1	0.9554	0.9989	1	6	6	6	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5724184.5	9094378	4997783.5	3480694.2	3789862.5	7228545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07E+07	1.11E+07	1.29E+07	5466429.5	4352333	0	0	0	0	0	0	5724184.5	9094378	4997783.5	3480694.2	3789862.5	7228545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07E+07	1.11E+07	1.29E+07	5466429.5	4352333	
sp|Q96LR5|UB2E2_HUMAN	Q96LR5	UB2E2_HUMAN	UBE2E2	201	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 E2	1	0.999	4	52	13	52	3	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	0	2	2	2	2	2	2	2	2	2	2	7.90E+07	8.25E+07	7.36E+07	8.18E+07	7.96E+07	8.56E+07	6.48E+07	9.17E+07	7.26E+07	6.61E+07	7.92E+07	6.31E+07	4.55E+07	4.22E+07	3.84E+07	3.81E+07	4.61E+07	4.39E+07	3.72E+07	4.02E+07	4.22E+07	3.72E+07	2.66E+07	7.47E+07	7.66E+07	7.91E+07	6.83E+07	6.03E+07	5.62E+07	6.40E+07	6.23E+07	4.84E+07	6.21E+07	6.87E+07	6.74E+07	6.28E+07	6.53E+07	6.20E+07	6.83E+07	4.93E+07	6.90E+07	5.55E+07	4.83E+07	5.90E+07	4.71E+07	4.55E+07	4.22E+07	3.84E+07	3.61E+07	4.98E+07	4.04E+07	3.72E+07	4.00E+07	4.22E+07	3.58E+07	2.66E+07	6.39E+07	5.78E+07	6.16E+07	5.70E+07	5.16E+07	4.68E+07	4.90E+07	4.73E+07	3.61E+07	4.75E+07	
sp|Q96LT7|CI072_HUMAN	Q96LT7	CI072_HUMAN	C9orf72	481	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide exchange C9orf72	0.958	0.999	1	2	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8735854	0	8811983	5492607.5	6400405.5	8703114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7151201.5	0	0	0	0	0	0	0	0	8735854	0	8811983	5492607.5	6400405.5	8703114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7151201.5	0	0	0	0	0	0	0	0	
sp|Q96LT9|RNPC3_HUMAN	Q96LT9	RNPC3_HUMAN	RNPC3	517	Homo sapiens	1:Experimental evidence at protein level	RNA-binding region-containing protein 3	1	0.999	6	87	1	87	2	3	1	3	1	1	1	1	1	5	4	2	2	5	3	5	4	4	6	4	4	5	3	0	2	2	2	3	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	3	1	1	1	1	1	5	4	2	2	5	3	5	4	4	6	4	4	5	3	0	2	2	2	3	1	3	0	1	3	5.43E+07	4.82E+07	2.86E+07	6.85E+07	5.44E+07	4.48E+07	2.35E+07	4.57E+07	2.76E+07	5.41E+07	4.31E+07	3.04E+07	6.07E+07	6.18E+07	4.33E+07	5.91E+07	6.29E+07	6.05E+07	5.92E+07	5.79E+07	5.45E+07	5.41E+07	4.81E+07	3.37E+07	3.86E+07	3.91E+07	4.59E+07	4.83E+07	3.08E+07	2.98E+07	2.46E+07	3.37E+07	3.30E+07	2.59E+07	1.13E+07	1.15E+07	2.01E+07	1.78E+07	1.94E+07	1.85E+07	1.44E+07	1.62E+07	1.91E+07	1.63E+07	1.51E+07	2.22E+07	2.33E+07	1.87E+07	2.15E+07	2.33E+07	2.20E+07	2.28E+07	2.15E+07	2.02E+07	1.97E+07	1.76E+07	1.77E+07	1.43E+07	1.75E+07	1.68E+07	1.50E+07	2.28E+07	1.68E+07	1.31E+07	1.83E+07	1.72E+07	
sp|Q96LW4-2|PRIPO_HUMAN	Q96LW4-2	PRIPO_HUMAN	PRIMPOL	559	Homo sapiens		Isoform 2 of DNA-directed primase/polymerase protein	1	0.999	4	12	0	12	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1.09E+07	5960480	1.13E+07	1.24E+07	1.13E+07	0	7.50E+07	1.67E+07	1.25E+07	0	3050863.8	1.58E+07	0	0	0	0	0	0	0	0	0	0	0	1.01E+07	7354722.5	9653233	0	7465691.5	5.85E+07	6.61E+07	5.27E+07	6.96E+07	7.32E+07	1.83E+07	1.00E+07	1.91E+07	2.09E+07	1.90E+07	0	2.02E+07	2.24E+07	2.11E+07	0	2.20E+07	2.15E+07	0	0	0	0	0	0	0	0	0	0	0	1.69E+07	1.24E+07	1.62E+07	0	1.26E+07	1.90E+07	1.70E+07	1.15E+07	1.74E+07	1.56E+07	sp|Q96LW4|PRIPO_HUMAN
sp|Q96LW7-2|CAR19_HUMAN	Q96LW7-2	CAR19_HUMAN	CARD19	183	Homo sapiens		Isoform 2 of Caspase recruitment domain-containing protein 19	1	0.999	4	84	8	84	2	4	5	3	3	3	3	2	2	3	2	2	2	2	3	2	3	1	1	2	3	3	2	3	3	3	3	4	2	2	2	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	2	4	5	3	3	3	3	2	2	3	2	2	2	2	3	2	3	1	1	2	3	3	2	3	3	3	3	4	2	2	2	2	2	4.44E+07	4.78E+07	2.82E+07	4.46E+07	4.49E+07	4.22E+07	2.06E+07	2.46E+07	1.60E+07	1.72E+07	1.69E+07	2.27E+07	5.83E+07	1.76E+07	1.67E+07	2.04E+07	5.90E+07	9338097	1.97E+07	2.12E+07	1.99E+07	2.26E+07	6.55E+07	4.19E+07	4.23E+07	4.16E+07	3.83E+07	4.33E+07	2.23E+07	2.02E+07	2.14E+07	2.55E+07	1.90E+07	1.93E+07	2.29E+07	1.68E+07	2.07E+07	2.16E+07	1.73E+07	1.69E+07	1.93E+07	1.11E+07	1.36E+07	1.16E+07	1.55E+07	2.19E+07	1.01E+07	1.15E+07	1.27E+07	2.33E+07	1.27E+07	1.37E+07	1.47E+07	1.34E+07	1.30E+07	2.07E+07	1.90E+07	1.92E+07	1.79E+07	1.59E+07	2.12E+07	1.64E+07	1.40E+07	1.48E+07	2.15E+07	1.30E+07	
sp|Q96LW9-2|ZSC31_HUMAN	Q96LW9-2	ZSC31_HUMAN	ZSCAN31	247	Homo sapiens		Isoform 2 of Zinc finger and SCAN domain-containing protein 31	0.9938	0.999	2	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1734671	0	1167765.1	0	1113407	0	0	0	0	0	0	0	0	0	0	0	8270572	8799033	1.17E+07	9152805	8733569	0	0	0	0	0	0	0	0	0	0	0	0	1734671	0	1167765.1	0	1113407	0	0	0	0	0	0	0	0	0	0	0	8270572	8799033	1.17E+07	9152805	8733569	0	0	0	0	0	sp|Q96LW9|ZSC31_HUMAN
sp|Q96M27-2|PRRC1_HUMAN	Q96M27-2	PRRC1_HUMAN	PRRC1	464	Homo sapiens		Isoform 2 of Protein PRRC1	1	0.999	4	140	0	140	4	4	4	4	5	4	4	3	4	4	4	4	4	4	4	5	4	4	4	4	5	4	4	5	5	6	4	5	4	4	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	5	4	4	3	4	4	4	4	4	4	4	5	4	4	4	4	5	4	4	5	5	6	4	5	4	4	4	4	5	3.58E+08	2.92E+08	2.93E+08	3.17E+08	3.87E+08	2.77E+08	2.67E+08	1.30E+08	1.75E+08	2.32E+08	2.11E+08	2.49E+08	2.11E+08	2.49E+08	1.98E+08	1.96E+08	2.09E+08	2.59E+08	2.07E+08	2.26E+08	2.39E+08	2.39E+08	2.36E+08	3.01E+08	2.82E+08	3.12E+08	3.04E+08	3.23E+08	1.67E+08	2.19E+08	1.93E+08	2.02E+08	2.01E+08	1.55E+08	1.30E+08	1.39E+08	1.47E+08	1.43E+08	1.20E+08	1.29E+08	6.87E+07	1.08E+08	1.09E+08	1.08E+08	1.16E+08	1.16E+08	1.28E+08	1.17E+08	1.05E+08	1.10E+08	1.41E+08	1.23E+08	1.28E+08	1.29E+08	1.34E+08	1.23E+08	1.40E+08	1.26E+08	1.44E+08	1.34E+08	1.44E+08	1.02E+08	1.22E+08	1.10E+08	1.13E+08	1.13E+08	"sp|Q96M27-3|PRRC1_HUMAN, sp|Q96M27|PRRC1_HUMAN"
sp|Q96M89|CC138_HUMAN	Q96M89	CC138_HUMAN	CCDC138	665	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 138	1	0.999	5	30	1	30	1	2	2	2	2	2	0	2	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	3	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	0	2	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	3	2	2	2	0	0	1	0	1	0	2.30E+07	1.73E+07	2.57E+07	2.09E+07	2.05E+07	2.27E+07	1.15E+07	2.55E+07	2.42E+07	1.60E+07	2.27E+07	2.15E+07	2674899	3174666.5	0	2849562.2	4270672.5	3865229.5	2718479.5	2737854.5	2374802.8	2612069.5	0	2.43E+07	2.30E+07	2.06E+07	1.71E+07	1.63E+07	6869852.5	1.12E+07	4730267	1.74E+07	2352202.8	7592293	6008274.5	7331617.5	6199707	7036918.5	7787930.5	4412590.5	7459836.5	7686838	5845411	7047528.5	6620377.5	4652972.5	5522315.5	0	4956798.5	7428812	6723546	4728780.5	4762483.5	4130956.8	4543681	0	8287296.5	7913602.5	7057637.5	5356165.5	5742574	6017889	5799982	4006400.5	4341097.5	4366260.5	
sp|Q96M94|KLH15_HUMAN	Q96M94	KLH15_HUMAN	KLHL15	604	Homo sapiens	1:Experimental evidence at protein level	Kelch-like protein 15	0.7696	0.9932	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7756123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|Q96MC6|MF14A_HUMAN	Q96MC6	MF14A_HUMAN	MFSD14A	490	Homo sapiens	1:Experimental evidence at protein level	Hippocampus abundant transcript 1 protein	0.9583	0.999	1	5	5	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	8628395	8820610	1.00E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6147907.5	8831810	0	0	1.02E+07	0	0	0	0	0	0	8628395	8820610	1.00E+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6147907.5	8831810	0	0	1.02E+07	0	0	0	0	0	
sp|Q96ME1-4|FXL18_HUMAN	Q96ME1-4	FXL18_HUMAN	FBXL18	718	Homo sapiens		Isoform 4 of F-box/LRR-repeat protein 18	1	0.999	11	185	32	185	5	6	7	7	6	3	4	6	6	6	4	6	7	5	6	4	6	8	8	7	7	6	6	5	6	4	4	5	5	5	5	5	5	0	1	0	2	1	0	1	1	1	0	1	1	1	1	1	1	1	3	3	2	2	2	1	0	0	0	0	0	1	1	1	1	1	5	6	7	7	6	3	4	6	6	6	4	6	7	5	6	4	6	8	8	7	7	6	6	5	6	4	4	5	5	5	5	5	5	1.69E+08	1.85E+08	1.43E+08	1.75E+08	1.92E+08	1.35E+08	1.06E+08	1.98E+08	1.64E+08	3.60E+08	1.22E+08	1.65E+08	8.77E+07	8.94E+07	1.50E+08	1.66E+08	7.93E+07	1.56E+08	1.37E+08	1.46E+08	1.22E+08	1.13E+08	8.97E+07	1.76E+08	1.94E+08	1.84E+08	1.75E+08	1.91E+08	1.20E+08	1.44E+08	3.72E+08	2.74E+08	1.19E+08	8.72E+07	8.96E+07	1.00E+08	9.24E+07	1.02E+08	1.43E+08	3.91E+07	5.84E+07	6.58E+07	6.54E+07	4.60E+07	4.28E+07	5.41E+07	5.19E+07	6.32E+07	6.64E+07	4.65E+07	5.71E+07	5.61E+07	5.32E+07	5.14E+07	5.37E+07	5.80E+07	8.90E+07	1.02E+08	9.81E+07	8.69E+07	1.04E+08	5.73E+07	5.41E+07	5.31E+07	5.22E+07	6.16E+07	
sp|Q96ME7-3|ZN512_HUMAN	Q96ME7-3	ZN512_HUMAN	ZNF512	538	Homo sapiens		Isoform 3 of Zinc finger protein 512	1	0.999	22	529	0	529	15	17	15	17	14	19	19	12	12	17	17	15	15	19	18	15	18	15	17	13	15	15	16	16	14	14	15	14	17	17	20	18	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	15	17	14	19	19	12	12	17	17	15	15	19	18	15	18	15	17	13	15	15	16	16	14	14	15	14	17	17	20	18	19	5.18E+08	4.87E+08	5.82E+08	5.87E+08	4.64E+08	5.90E+08	5.18E+08	5.05E+08	4.43E+08	5.73E+08	7.81E+08	5.17E+08	5.29E+08	5.22E+08	4.86E+08	5.66E+08	5.40E+08	5.33E+08	5.20E+08	5.27E+08	5.14E+08	5.51E+08	5.84E+08	5.96E+08	5.94E+08	5.19E+08	4.99E+08	5.42E+08	4.58E+08	4.77E+08	5.42E+08	5.42E+08	5.35E+08	9.25E+07	9.03E+07	9.01E+07	8.91E+07	8.53E+07	9.01E+07	8.65E+07	8.41E+07	8.00E+07	9.97E+07	9.52E+07	8.68E+07	9.88E+07	9.23E+07	9.32E+07	9.09E+07	1.01E+08	9.20E+07	9.69E+07	9.85E+07	9.58E+07	1.05E+08	1.08E+08	9.37E+07	9.21E+07	9.05E+07	9.35E+07	9.56E+07	8.34E+07	8.08E+07	9.94E+07	9.38E+07	9.14E+07	sp|Q96ME7|ZN512_HUMAN
sp|Q96MF7|NSE2_HUMAN	Q96MF7	NSE2_HUMAN	NSMCE2	247	Homo sapiens	1:Experimental evidence at protein level	E3 SUMO-protein ligase NSE2	1	0.999	7	130	130	130	5	5	2	6	4	4	3	4	3	6	6	5	4	5	4	4	4	4	4	3	4	3	3	2	3	3	3	3	4	4	5	4	4	5	5	2	6	4	4	3	4	3	6	6	5	4	5	4	4	4	4	4	3	4	3	3	2	3	3	3	3	4	4	5	4	4	5	5	2	6	4	4	3	4	3	6	6	5	4	5	4	4	4	4	4	3	4	3	3	2	3	3	3	3	4	4	5	4	4	2.77E+07	2.85E+07	1.92E+07	2.57E+07	2.89E+07	2.28E+07	3.33E+07	4.64E+07	3.52E+07	4.46E+07	4.31E+07	4.29E+07	4.13E+07	4.76E+07	2.68E+07	2.47E+07	3.77E+07	3.84E+07	4.70E+07	4.06E+07	2.50E+07	2.60E+07	2.77E+07	1.91E+07	2.39E+07	3.41E+07	2.12E+07	3.04E+07	4.01E+07	4.05E+07	3.49E+07	3.41E+07	3.58E+07	1.59E+07	1.37E+07	1.14E+07	1.22E+07	1.27E+07	1.28E+07	1.75E+07	1.93E+07	1.88E+07	1.81E+07	1.81E+07	1.65E+07	1.87E+07	2.65E+07	1.68E+07	1.58E+07	1.85E+07	1.83E+07	2.02E+07	2.07E+07	1.55E+07	1.60E+07	1.71E+07	1.01E+07	1.29E+07	1.09E+07	1.23E+07	1.24E+07	2.38E+07	1.73E+07	1.49E+07	1.45E+07	1.48E+07	
sp|Q96MG7|NSE3_HUMAN	Q96MG7	NSE3_HUMAN	NSMCE3	304	Homo sapiens	1:Experimental evidence at protein level	Non-structural maintenance of chromosomes element 3 homolog	1	0.999	8	109	109	109	2	2	2	2	3	4	4	4	3	2	4	2	4	3	5	5	2	4	3	3	4	3	3	3	3	2	4	2	4	5	5	4	4	2	2	2	2	3	4	4	4	3	2	4	2	4	3	5	5	2	4	3	3	4	3	3	3	3	2	4	2	4	5	5	4	4	2	2	2	2	3	4	4	4	3	2	4	2	4	3	5	5	2	4	3	3	4	3	3	3	3	2	4	2	4	5	5	4	4	1.41E+08	1.15E+08	1.42E+08	1.52E+08	1.39E+08	1.33E+08	7.93E+07	5.25E+07	8.10E+07	7.75E+07	8.72E+07	7.44E+07	6.11E+07	6.70E+07	6.06E+07	6.09E+07	6.04E+07	6.18E+07	5.94E+07	6.21E+07	6.56E+07	6.33E+07	6.24E+07	1.20E+08	1.33E+08	1.38E+08	1.20E+08	1.40E+08	8.19E+07	7.87E+07	7.21E+07	7.22E+07	7.36E+07	4.49E+07	3.52E+07	3.90E+07	4.10E+07	3.61E+07	4.10E+07	4.85E+07	4.20E+07	5.32E+07	4.53E+07	5.17E+07	4.62E+07	4.71E+07	5.12E+07	4.81E+07	4.68E+07	4.47E+07	4.90E+07	4.53E+07	4.85E+07	4.57E+07	4.81E+07	5.01E+07	3.30E+07	3.45E+07	3.84E+07	3.84E+07	3.85E+07	4.86E+07	4.82E+07	4.80E+07	4.74E+07	4.82E+07	
sp|Q96MG8|PCMD1_HUMAN	Q96MG8	PCMD1_HUMAN	PCMTD1	357	Homo sapiens	1:Experimental evidence at protein level	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	0.9823	0.9978	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3932934.8	2846256.8	5737653.5	3757695	3343995.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3761632.8	4319631.5	5111792	0	4292514.5	0	0	0	0	0	3932934.8	2846256.8	5737653.5	3757695	3343995.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3761632.8	4319631.5	5111792	0	4292514.5	0	0	0	0	0	
